uf;porte_do_cliente;setor_bndes;produto;ano;;valor_desembolsado_reais
 SE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2020;count;1.0
 SE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2020;sum;263500.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2007;count;1.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2007;sum;1225335.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2008;count;1.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2008;sum;1686431.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;count;9.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;sum;5886000.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;count;17.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;sum;16600000.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;count;8.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;sum;8065000.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2014;count;1.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2014;sum;200000.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;count;1.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;sum;1500000.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;count;2.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;sum;900000.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;count;16.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;sum;8817054.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;count;3.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;sum;5195000.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;count;16.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;sum;10380000.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;count;1.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;sum;81000.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;count;3.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;sum;220249.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;count;3.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;sum;757842.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;count;1.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;sum;417105.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;count;8.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;sum;1864700.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;count;11.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;sum;3994115.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;count;12.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;sum;3487927.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;count;31.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;sum;9935160.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;count;22.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;sum;3868674.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;count;60.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;sum;13845109.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;count;81.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;sum;20044410.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;count;65.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;sum;13195060.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;count;35.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;sum;6330300.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;count;5.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;sum;504694.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;count;16.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;sum;2606600.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;count;3.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;sum;478700.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;count;3.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;sum;265900.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;count;4.0
 SE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;sum;2503435.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2003;count;1.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2003;sum;1000000.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2004;count;2.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2004;sum;1900000.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2007;count;1.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2007;sum;250000.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2010;count;1.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2010;sum;1100000.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2011;count;6.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2011;sum;10240000.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2012;count;6.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2012;sum;9133400.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2013;count;4.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2013;sum;8000000.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2014;count;6.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2014;sum;16200000.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2015;count;2.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2015;sum;2260000.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2016;count;1.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2016;sum;1038896.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2017;count;7.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2017;sum;3281133.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2018;count;1.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2018;sum;1038896.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2020;count;3.0
 SE;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2020;sum;1750000.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2002;count;2.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2002;sum;273408.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2003;count;1.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2003;sum;529000.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2004;count;4.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2004;sum;1781370.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2005;count;4.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2005;sum;4739301.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2007;count;3.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2007;sum;1355877.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2008;count;7.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2008;sum;3084936.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2009;count;5.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2009;sum;643385.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2010;count;18.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2010;sum;17836958.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2011;count;47.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2011;sum;17438274.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2012;count;38.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2012;sum;9665838.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2013;count;25.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2013;sum;8294003.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2014;count;43.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2014;sum;23155923.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2015;count;27.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2015;sum;2387318.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2016;count;4.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2016;sum;982307.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2017;count;5.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2017;sum;723600.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2018;count;3.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2018;sum;531000.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2019;count;3.0
 SE;MÉDIA;INDUSTRIA;BNDES FINAME;2019;sum;445600.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2011;count;2.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2011;sum;2980000.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2020;count;2.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2020;sum;3500000.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2021;count;1.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2021;sum;300000.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2003;count;7.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2003;sum;3678156.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2004;count;5.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2004;sum;604236.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2005;count;13.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2005;sum;2132293.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2006;count;8.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2006;sum;2846988.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2007;count;5.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2007;sum;2416914.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2008;count;24.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2008;sum;4906974.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2009;count;52.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2009;sum;8450545.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2010;count;93.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2010;sum;28052174.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2011;count;108.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2011;sum;12320840.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2012;count;41.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2012;sum;9401374.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2013;count;69.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2013;sum;22741293.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2014;count;86.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2014;sum;20905096.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2015;count;16.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2015;sum;2143500.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2016;count;13.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2016;sum;3872387.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2017;count;19.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2017;sum;6820648.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2018;count;27.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2018;sum;16781610.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2019;count;18.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2019;sum;15714000.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2020;count;14.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2020;sum;17351710.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2021;count;4.0
 SE;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2021;sum;5597414.0
 SE;PEQUENA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2020;count;1.0
 SE;PEQUENA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2020;sum;380000.0
 SE;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2006;count;1.0
 SE;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2006;sum;352800.0
 SE;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2013;count;3.0
 SE;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2013;sum;318700.0
 SE;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2015;count;4.0
 SE;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2015;sum;346500.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;count;5.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;sum;2871845.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;count;10.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;sum;1163923.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2004;count;9.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2004;sum;768647.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2005;count;6.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2005;sum;416875.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2006;count;1.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2006;sum;1124450.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2009;count;3.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2009;sum;215000.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;count;1.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;sum;426000.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;count;16.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;sum;4914000.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;count;44.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;sum;10859691.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;count;11.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;sum;3562000.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2014;count;5.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2014;sum;1668000.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;count;3.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;sum;950000.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;count;7.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;sum;1332852.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;count;26.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;sum;3292679.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;count;9.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;sum;1561000.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2019;count;23.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2019;sum;4864100.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;count;23.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;sum;5673000.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2021;count;3.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2021;sum;660000.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;count;8.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;sum;325657.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;count;26.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;sum;2020423.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;count;8.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;sum;2315979.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;count;6.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;sum;584876.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;count;10.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;sum;2444296.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;count;23.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;sum;4875512.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;count;21.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;sum;6345676.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;count;19.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;sum;3723883.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;count;37.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;sum;7014413.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;count;50.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;sum;6547284.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;count;112.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;sum;17286697.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;count;122.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;sum;17942215.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;count;121.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;sum;19287780.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;count;36.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;sum;3892436.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;count;7.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;sum;853748.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;count;15.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;sum;2282902.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;count;13.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;sum;2028850.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;count;1.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;sum;59990.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;count;4.0
 SE;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;sum;1218652.0
 SE;PEQUENA;INDUSTRIA;BNDES AUTOMÁTICO;2011;count;1.0
 SE;PEQUENA;INDUSTRIA;BNDES AUTOMÁTICO;2011;sum;500000.0
 SE;PEQUENA;INDUSTRIA;BNDES AUTOMÁTICO;2012;count;4.0
 SE;PEQUENA;INDUSTRIA;BNDES AUTOMÁTICO;2012;sum;1060000.0
 SE;PEQUENA;INDUSTRIA;BNDES AUTOMÁTICO;2013;count;3.0
 SE;PEQUENA;INDUSTRIA;BNDES AUTOMÁTICO;2013;sum;2409000.0
 SE;PEQUENA;INDUSTRIA;BNDES AUTOMÁTICO;2017;count;4.0
 SE;PEQUENA;INDUSTRIA;BNDES AUTOMÁTICO;2017;sum;302396.0
 SE;PEQUENA;INDUSTRIA;BNDES AUTOMÁTICO;2019;count;7.0
 SE;PEQUENA;INDUSTRIA;BNDES AUTOMÁTICO;2019;sum;1075000.0
 SE;PEQUENA;INDUSTRIA;BNDES AUTOMÁTICO;2020;count;4.0
 SE;PEQUENA;INDUSTRIA;BNDES AUTOMÁTICO;2020;sum;725000.0
 SE;PEQUENA;INDUSTRIA;BNDES AUTOMÁTICO;2021;count;2.0
 SE;PEQUENA;INDUSTRIA;BNDES AUTOMÁTICO;2021;sum;675000.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2002;count;1.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2002;sum;36000.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2003;count;10.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2003;sum;1846522.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2004;count;2.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2004;sum;171700.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2005;count;2.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2005;sum;195312.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2006;count;2.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2006;sum;443044.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2007;count;6.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2007;sum;960388.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2008;count;5.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2008;sum;1081000.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2009;count;6.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2009;sum;3479900.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2010;count;6.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2010;sum;1526062.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2011;count;21.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2011;sum;5998178.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2012;count;22.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2012;sum;2565951.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2013;count;25.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2013;sum;4348410.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2014;count;27.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2014;sum;4954237.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2015;count;12.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2015;sum;1829350.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2016;count;2.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2016;sum;322034.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2017;count;4.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2017;sum;724000.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2018;count;1.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2018;sum;109490.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2020;count;1.0
 SE;PEQUENA;INDUSTRIA;BNDES FINAME;2020;sum;84600.0
 SE;PEQUENA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2011;count;3.0
 SE;PEQUENA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2011;sum;2320000.0
 SE;PEQUENA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2012;count;1.0
 SE;PEQUENA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2012;sum;50000.0
 SE;PEQUENA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2013;count;1.0
 SE;PEQUENA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2013;sum;220000.0
